employee_id,effective_date,change_type,old_job_level,new_job_level,old_department,new_department,old_sub_department,new_sub_department,old_job_title,new_job_title,old_manager_id,new_manager_id
EMP-0134,2023-11-19,Promotion,M1,M2,Engineering,Engineering,Data,Data,Engineering Manager,Senior Engineering Manager,EMP-013,EMP-013
EMP-0135,2022-08-27,Hire,,IC3,,Marketing,,Content,,Senior Content Marketing Manager,,EMP-0156
EMP-0136,2021-08-18,Hire,,IC2,,Customer Success,,Support,,Senior Support Specialist,,EMP-0144
EMP-0136,2023-06-09,Lateral Transfer,IC2,IC2,Customer Success,Customer Success,Support,CSM,Senior Support Specialist,Customer Success Manager,EMP-0144,EMP-0144
EMP-0137,2022-09-04,Hire,,IC2,,Sales,,Sales Engineering,,Sales Engineer,,EMP-0038
EMP-0138,2021-11-17,Hire,,M1,,Engineering,,Infrastructure,,Engineering Manager,,EMP-0023
EMP-0139,2021-05-04,Hire,,M1,,Customer Success,,CSM,,CS Manager,,EMP-0022
EMP-014,2021-02-01,Hire,,M3,,Engineering,,Infrastructure,,"Director of Engineering, Infra",,EMP-002
EMP-0140,2022-08-18,Hire,,IC3,,Marketing,,Product Marketing,,Senior Product Marketing Manager,,EMP-0164
EMP-0140,2023-12-09,Promotion,IC3,IC4,Marketing,Marketing,Product Marketing,Product Marketing,Senior Product Marketing Manager,Staff Product Marketing Manager,EMP-0164,EMP-0164
EMP-0141,2022-01-25,Hire,,IC3,,Customer Success,,Implementation,,Senior Implementation Specialist,,EMP-0037
EMP-0142,2021-10-11,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0028
EMP-0142,2023-07-06,Promotion,IC3,M1,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Engineering Manager,EMP-0028,EMP-0028
EMP-0143,2021-11-13,Hire,,IC3,,Sales,,Sales Engineering,,Senior Sales Engineer,,EMP-0041
EMP-0143,2023-07-23,Promotion,IC3,M1,Sales,Sales,Sales Engineering,Sales Engineering,Senior Sales Engineer,Sales Manager,EMP-0041,EMP-0041
EMP-0143,2023-07-23,Lateral Transfer,M1,M1,Sales,Sales,Sales Engineering,SDR,Sales Manager,SDR Manager,EMP-0041,EMP-0041
EMP-0144,2021-03-24,Hire,,IC3,,Customer Success,,Implementation,,Senior Implementation Specialist,,EMP-0022
EMP-0144,2023-03-28,Promotion,IC3,M1,Customer Success,Customer Success,Implementation,Implementation,Senior Implementation Specialist,CS Manager,EMP-0022,EMP-0022
EMP-0144,2023-03-28,Lateral Transfer,M1,M1,Customer Success,Customer Success,Implementation,CSM,CS Manager,CS Manager,EMP-0022,EMP-0022
EMP-0145,2021-09-27,Hire,,IC3,,Customer Success,,Implementation,,Senior Implementation Specialist,,EMP-0139
EMP-0145,2023-06-29,Lateral Transfer,IC3,IC3,Customer Success,Customer Success,Implementation,CSM,Senior Implementation Specialist,Senior CSM,EMP-0139,EMP-0139
EMP-0146,2021-08-11,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0026
EMP-0146,2023-06-06,Promotion,IC3,M1,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Sales Manager,EMP-0026,EMP-0026
EMP-0147,2022-01-29,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0026
EMP-0147,2023-08-30,Promotion,IC3,M1,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Sales Manager,EMP-0026,EMP-0026
EMP-0148,2022-04-09,Hire,,IC2,,People,,Total Rewards,,Compensation Analyst,,EMP-0025
EMP-0148,2023-10-04,Lateral Transfer,IC2,IC2,People,People,Total Rewards,L&D,Compensation Analyst,L&D Specialist,EMP-0025,EMP-0025
EMP-0149,2021-08-15,Hire,,IC3,,Product,,Product Management,,Senior Product Manager,,EMP-019
EMP-0149,2023-06-08,Promotion,IC3,M1,Product,Product,Product Management,Product Management,Senior Product Manager,"Product Manager, Lead",EMP-019,EMP-019
EMP-0149,2023-06-08,Manager Change,M1,M1,Product,Product,Product Management,Product Management,"Product Manager, Lead","Product Manager, Lead",EMP-019,EMP-0155
EMP-015,2021-05-01,Hire,,M3,,People,,Recruiting,,Director of Recruiting,,EMP-006
EMP-0150,2022-03-09,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0142
EMP-0150,2023-03-16,Promotion,IC3,IC4,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Staff Software Engineer,EMP-0142,EMP-0142
EMP-0150,2024-03-23,Promotion,IC4,IC5,Engineering,Engineering,Platform,Platform,Staff Software Engineer,Principal Engineer,EMP-0142,EMP-0142
EMP-0151,2021-09-14,Hire,,IC2,,Customer Success,,CSM,,Customer Success Manager,,EMP-0144
EMP-0151,2023-06-23,Promotion,IC2,IC3,Customer Success,Customer Success,CSM,CSM,Customer Success Manager,Senior CSM,EMP-0144,EMP-0144
EMP-0152,2022-09-16,Hire,,IC3,,People,,DEIB,,Senior DEIB Specialist,,EMP-0178
EMP-0153,2022-05-27,Hire,,M1,,G&A,,Legal,,Legal Manager,,EMP-0291
EMP-0153,2023-10-28,Lateral Transfer,M1,M1,G&A,G&A,Legal,Finance,Legal Manager,Finance Manager,EMP-0291,EMP-0291
EMP-0154,2022-04-12,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0036
EMP-0155,2021-12-02,Hire,,M1,,Product,,Product Management,,"Product Manager, Lead",,EMP-017
EMP-0155,2023-08-01,Promotion,M1,M2,Product,Product,Product Management,Product Management,"Product Manager, Lead","Senior Manager, Product",EMP-017,EMP-017
EMP-0155,2023-08-01,Lateral Transfer,M2,M2,Product,Product,Product Management,UX Research,"Senior Manager, Product","Senior Manager, Product",EMP-017,EMP-017
EMP-0156,2021-12-24,Hire,,IC3,,Marketing,,Growth,,Senior Growth Marketing Manager,,EMP-0046
EMP-0156,2023-08-12,Promotion,IC3,M1,Marketing,Marketing,Growth,Growth,Senior Growth Marketing Manager,Marketing Manager,EMP-0046,EMP-0046
EMP-0156,2023-08-12,Lateral Transfer,M1,M1,Marketing,Marketing,Growth,Content,Marketing Manager,Marketing Manager,EMP-0046,EMP-0046
EMP-0157,2021-10-06,Hire,,IC3,,People,,HRBPs,,Senior HRBP,,EMP-0043
EMP-0157,2023-07-04,Promotion,IC3,M1,People,People,HRBPs,HRBPs,Senior HRBP,HRBP Manager,EMP-0043,EMP-0043
EMP-0157,2023-07-04,Lateral Transfer,M1,M1,People,People,HRBPs,Recruiting,HRBP Manager,Recruiting Manager,EMP-0043,EMP-0043
EMP-0158,2021-11-21,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0028
EMP-0158,2023-07-27,Promotion,IC3,M1,Engineering,Engineering,Data,Data,Senior Data Engineer,Engineering Manager,EMP-0028,EMP-0028
EMP-0158,2023-07-27,Lateral Transfer,M1,M1,Engineering,Engineering,Data,Platform,Engineering Manager,Engineering Manager,EMP-0028,EMP-0028
EMP-0159,2022-12-30,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0165
EMP-0159,2024-02-14,Promotion,IC2,IC3,Engineering,Engineering,Platform,Platform,Software Engineer,Senior Software Engineer,EMP-0165,EMP-0165
EMP-016,2022-01-15,Hire,,M3,,People,,People Ops,,Director of People Ops,,EMP-006
EMP-0160,2022-10-02,Hire,,IC2,,Marketing,,Brand,,Brand Manager,,EMP-0156
EMP-0160,2023-12-31,Promotion,IC2,IC3,Marketing,Marketing,Brand,Brand,Brand Manager,Senior Brand Manager,EMP-0156,EMP-0156
EMP-0161,2022-08-21,Hire,,IC3,,People,,Recruiting,,Senior Recruiter,,EMP-0157
EMP-0162,2021-10-29,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0134
EMP-0162,2023-07-15,Promotion,IC3,M1,Engineering,Engineering,Data,Data,Senior Data Engineer,Engineering Manager,EMP-0134,EMP-0134
EMP-0163,2022-11-18,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0185
EMP-0163,2024-01-24,Promotion,IC2,IC3,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Senior ML Engineer,EMP-0185,EMP-0185
EMP-0164,2022-02-11,Hire,,IC3,,Marketing,,Growth,,Senior Growth Marketing Manager,,EMP-0046
EMP-0164,2023-09-06,Promotion,IC3,M1,Marketing,Marketing,Growth,Growth,Senior Growth Marketing Manager,Marketing Manager,EMP-0046,EMP-0046
EMP-0164,2023-09-06,Lateral Transfer,M1,M1,Marketing,Marketing,Growth,Product Marketing,Marketing Manager,Marketing Manager,EMP-0046,EMP-0046
EMP-0165,2021-10-21,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0028
EMP-0165,2023-07-11,Promotion,IC3,M1,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Engineering Manager,EMP-0028,EMP-0028
EMP-0165,2023-07-11,Lateral Transfer,M1,M1,Engineering,Engineering,AI/ML,Platform,Engineering Manager,Engineering Manager,EMP-0028,EMP-0028
EMP-0166,2022-07-06,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0034
EMP-0166,2023-11-17,Promotion,IC2,IC3,Engineering,Engineering,Data,Data,Software Engineer,Senior Data Engineer,EMP-0034,EMP-0034
EMP-0167,2022-06-29,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0124
EMP-0167,2023-11-14,Promotion,IC3,IC4,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Staff Software Engineer,EMP-0124,EMP-0124
EMP-0168,2022-03-30,Hire,,IC3,,Customer Success,,CSM,,Senior CSM,,EMP-0144
EMP-0169,2021-10-24,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0026
EMP-0169,2023-07-13,Promotion,IC3,M1,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Sales Manager,EMP-0026,EMP-0026
EMP-017,2021-11-01,Hire,,M3,,Product,,Product Management,,Director of Product,,EMP-005
EMP-0170,2021-11-21,Hire,,IC3,,Marketing,,Growth,,Senior Growth Marketing Manager,,EMP-0046
EMP-0170,2023-07-27,Promotion,IC3,M1,Marketing,Marketing,Growth,Growth,Senior Growth Marketing Manager,Marketing Manager,EMP-0046,EMP-0046
EMP-0171,2022-02-10,Hire,,IC2,,People,,DEIB,,DEIB Specialist,,EMP-0025
EMP-0172,2022-02-08,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0142
EMP-0172,2023-09-04,Promotion,IC2,IC3,Engineering,Engineering,Infrastructure,Infrastructure,Software Engineer,Senior Software Engineer,EMP-0142,EMP-0142
EMP-0172,2023-09-04,Lateral Transfer,IC3,IC3,Engineering,Engineering,Infrastructure,Platform,Senior Software Engineer,Senior Software Engineer,EMP-0142,EMP-0142
EMP-0173,2022-04-24,Hire,,IC2,,Sales,,SDR,,Senior SDR,,EMP-0030
EMP-0174,2021-12-27,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0124
EMP-0174,2023-08-14,Promotion,IC2,IC3,Engineering,Engineering,Infrastructure,Infrastructure,Software Engineer,Senior Software Engineer,EMP-0124,EMP-0124
EMP-0174,2023-08-14,Lateral Transfer,IC3,IC3,Engineering,Engineering,Infrastructure,Platform,Senior Software Engineer,Senior Software Engineer,EMP-0124,EMP-0124
EMP-0175,2022-06-11,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0169
EMP-0176,2021-05-26,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0023
EMP-0176,2023-04-28,Promotion,IC3,M1,Engineering,Engineering,Infrastructure,Infrastructure,Senior Software Engineer,Engineering Manager,EMP-0023,EMP-0023
EMP-0177,2022-12-18,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0130
EMP-0178,2022-01-25,Hire,,IC3,,People,,Total Rewards,,Senior Compensation Analyst,,EMP-0043
EMP-0178,2023-08-28,Promotion,IC3,M1,People,People,Total Rewards,Total Rewards,Senior Compensation Analyst,M1 Total Rewards,EMP-0043,EMP-0043
EMP-0178,2023-08-28,Lateral Transfer,M1,M1,People,People,Total Rewards,People Ops,M1 Total Rewards,M1 People Ops,EMP-0043,EMP-0043
EMP-0179,2022-04-29,Hire,,IC3,,G&A,,Legal,,Corporate Counsel,,EMP-0291
EMP-0179,2023-10-14,Promotion,IC3,M1,G&A,G&A,Legal,Legal,Corporate Counsel,Legal Manager,EMP-0291,EMP-0291
EMP-018,2022-05-01,Hire,,M3,,Sales,,Account Executive,,"Director of Sales, Enterprise",,EMP-009
EMP-0180,2022-06-14,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0165
EMP-0180,2023-11-06,Promotion,IC3,IC4,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Staff Software Engineer,EMP-0165,EMP-0165
EMP-0181,2021-04-13,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0134
EMP-0181,2023-04-07,Promotion,IC3,M1,Engineering,Engineering,Data,Data,Senior Data Engineer,Engineering Manager,EMP-0134,EMP-0134
EMP-0182,2022-04-04,Hire,,IC3,,Sales,,SDR,,Staff SDR,,EMP-0041
EMP-0182,2023-10-02,Promotion,IC3,M1,Sales,Sales,SDR,SDR,Staff SDR,SDR Manager,EMP-0041,EMP-0041
EMP-0182,2023-10-02,Lateral Transfer,M1,M1,Sales,Sales,SDR,Account Management,SDR Manager,Sales Manager,EMP-0041,EMP-0041
EMP-0183,2022-01-07,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0044
EMP-0183,2023-08-19,Promotion,IC2,IC3,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Senior ML Engineer,EMP-0044,EMP-0044
EMP-0184,2022-04-10,Hire,,IC3,,Sales,,SDR,,Staff SDR,,EMP-0143
EMP-0185,2021-08-10,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0045
EMP-0185,2023-06-05,Promotion,IC3,M1,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Engineering Manager,EMP-0045,EMP-0045
EMP-0186,2021-10-06,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0041
EMP-0186,2023-07-04,Promotion,IC3,M1,Sales,Sales,Account Management,Account Management,Senior Account Manager,Sales Manager,EMP-0041,EMP-0041
EMP-0187,2022-08-25,Hire,,IC3,,Product,,Design,,Senior Product Designer,,EMP-0127
EMP-0187,2023-12-12,Promotion,IC3,IC4,Product,Product,Design,Design,Senior Product Designer,Staff Product Designer,EMP-0127,EMP-0127
EMP-0187,2023-12-12,Lateral Transfer,IC4,IC4,Product,Product,Design,UX Research,Staff Product Designer,Staff UX Researcher,EMP-0127,EMP-0127
EMP-0188,2022-10-15,Hire,,IC3,,Customer Success,,Support,,Staff Support Specialist,,EMP-0125
EMP-0189,2021-12-15,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0029
EMP-0189,2022-10-11,Promotion,IC2,IC3,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Senior ML Engineer,EMP-0029,EMP-0029
EMP-0189,2023-08-08,Promotion,IC3,IC4,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Staff ML Engineer,EMP-0029,EMP-0029
EMP-0189,2024-06-03,Promotion,IC4,IC5,Engineering,Engineering,AI/ML,AI/ML,Staff ML Engineer,Principal ML Engineer,EMP-0029,EMP-0029
EMP-019,2020-01-15,Hire,,M3,,Product,,Product Management,,Co-Founder / CPO,,EMP-001
EMP-0190,2022-06-04,Hire,,IC3,,G&A,,Legal,,Corporate Counsel,,EMP-0179
EMP-0191,2022-03-07,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0029
EMP-0192,2021-10-27,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0028
EMP-0192,2023-06-09,Manager Change,IC3,IC3,Engineering,Engineering,Infrastructure,Infrastructure,Senior Software Engineer,Senior Software Engineer,EMP-0028,EMP-0138
EMP-0193,2022-09-07,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0169
EMP-0194,2021-12-11,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0158
EMP-0195,2021-08-02,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0029
EMP-0195,2023-06-01,Manager Change,IC2,IC2,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Software Engineer,EMP-0029,EMP-0185
EMP-0196,2022-02-07,Hire,,IC3,,People,,L&D,,Senior L&D Specialist,,EMP-0025
EMP-0197,2022-08-07,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0185
EMP-0198,2021-11-27,Hire,,IC2,,Sales,,SDR,,Senior SDR,,EMP-0143
EMP-0199,2022-06-21,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0146
EMP-0200,2022-06-03,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0186
EMP-0201,2021-12-28,Hire,,IC3,,G&A,,IT,,Senior Systems Administrator,,EMP-012
EMP-0201,2023-03-07,Manager Change,IC3,IC3,G&A,G&A,IT,IT,Senior Systems Administrator,Senior Systems Administrator,EMP-012,EMP-0126
EMP-0202,2022-03-05,Hire,,IC2,,Marketing,,Product Marketing,,Product Marketing Manager,,EMP-0164
EMP-0203,2022-03-22,Hire,,IC2,,Marketing,,Growth,,Growth Marketing Manager,,EMP-0170
EMP-0204,2022-08-19,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0029
EMP-0205,2022-02-21,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0181
EMP-0206,2022-09-16,Hire,,IC2,,People,,HRBPs,,HR Business Partner,,EMP-0025
EMP-0207,2022-05-31,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0181
EMP-0208,2021-10-11,Hire,,IC2,,Sales,,SDR,,Senior SDR,,EMP-0030
EMP-0209,2022-09-25,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0162
EMP-0210,2022-01-15,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0185
EMP-0211,2022-01-04,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0146
EMP-0212,2021-08-03,Hire,,IC2,,Marketing,,Product Marketing,,Product Marketing Manager,,EMP-0046
EMP-0212,2023-01-18,Manager Change,IC2,IC2,Marketing,Marketing,Product Marketing,Product Marketing,Product Marketing Manager,Product Marketing Manager,EMP-0046,EMP-0164
EMP-0213,2022-03-26,Hire,,IC2,,Sales,,SDR,,Senior SDR,,EMP-0143
EMP-0214,2022-02-14,Hire,,IC3,,Customer Success,,CSM,,Senior CSM,,EMP-0144
EMP-0215,2022-09-22,Hire,,IC2,,Sales,,Account Executive,,Account Executive,,EMP-0146
EMP-0216,2022-02-02,Hire,,IC3,,G&A,,Legal,,Corporate Counsel,,EMP-012
EMP-0216,2023-07-12,Manager Change,IC3,IC3,G&A,G&A,Legal,Legal,Corporate Counsel,Corporate Counsel,EMP-012,EMP-0179
EMP-0217,2022-01-12,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0142
EMP-0218,2022-08-09,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0029
EMP-0219,2022-05-24,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0138
EMP-0220,2022-02-22,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0138
EMP-0221,2022-12-31,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0124
EMP-0222,2022-03-21,Hire,,IC2,,Sales,,SDR,,Senior SDR,,EMP-0030
EMP-0223,2022-04-06,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0142
EMP-0224,2021-06-19,Hire,,IC2,,Customer Success,,Support,,Senior Support Specialist,,EMP-0139
EMP-0224,2022-11-12,Manager Change,IC2,IC2,Customer Success,Customer Success,Support,Support,Senior Support Specialist,Senior Support Specialist,EMP-0139,EMP-0125
EMP-0225,2021-03-12,Hire,,IC3,,Customer Success,,Implementation,,Senior Implementation Specialist,,EMP-0022
EMP-0225,2022-04-25,Manager Change,IC3,IC3,Customer Success,Customer Success,Implementation,Implementation,Senior Implementation Specialist,Senior Implementation Specialist,EMP-0022,EMP-0037
EMP-0226,2021-11-12,Hire,,IC3,,Sales,,Sales Engineering,,Senior Sales Engineer,,EMP-0038
EMP-0227,2022-07-30,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0044
EMP-0228,2022-05-16,Hire,,IC2,,People,,People Ops,,People Operations Specialist,,EMP-0178
EMP-0229,2022-06-20,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0124
EMP-0230,2022-05-25,Hire,,IC2,,Product,,Product Management,,Product Manager,,EMP-0149
EMP-0231,2021-01-21,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0036
EMP-0231,2022-02-20,Manager Change,IC2,IC2,Engineering,Engineering,Data,Data,Software Engineer,Software Engineer,EMP-0036,EMP-0181
EMP-0232,2021-06-26,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0038
EMP-0232,2022-08-12,Promotion,IC3,M1,Sales,Sales,Account Management,Account Management,Senior Account Manager,Sales Manager,EMP-0038,EMP-0038
EMP-0232,2023-05-14,Manager Change,M1,M1,Sales,Sales,Account Management,Account Management,Sales Manager,Sales Manager,EMP-0038,EMP-0182
EMP-0232,2023-07-21,Title Change,M1,IC4,Sales,Sales,Account Management,Account Management,Sales Manager,Strategic Account Manager,EMP-0182,EMP-0182
EMP-0233,2022-10-30,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0158
EMP-0233,2023-07-21,Promotion,IC3,M1,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Engineering Manager,EMP-0158,EMP-0158
EMP-0233,2024-02-27,Title Change,M1,IC4,Engineering,Engineering,Platform,Platform,Engineering Manager,Staff Software Engineer,EMP-0158,EMP-0158
EMP-0234,2022-03-31,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0186
EMP-0234,2023-02-22,Promotion,IC3,M1,Sales,Sales,Account Management,Account Management,Senior Account Manager,Sales Manager,EMP-0186,EMP-0186
EMP-0234,2023-11-23,Title Change,M1,IC4,Sales,Sales,Account Management,Account Management,Sales Manager,Strategic Account Manager,EMP-0186,EMP-0186
EMP-0235,2021-08-23,Hire,,IC3,,Customer Success,,Support,,Staff Support Specialist,,EMP-0125
EMP-0235,2022-09-21,Promotion,IC3,M1,Customer Success,Customer Success,Support,Support,Staff Support Specialist,CS Manager,EMP-0125,EMP-0125
EMP-0235,2023-08-16,Title Change,M1,IC4,Customer Success,Customer Success,Support,Support,CS Manager,Support Lead,EMP-0125,EMP-0125
EMP-0236,2021-10-28,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0038
EMP-0236,2022-11-07,Promotion,IC3,M1,Sales,Sales,Account Management,Account Management,Senior Account Manager,Sales Manager,EMP-0038,EMP-0038
EMP-0236,2023-07-15,Lateral Transfer,M1,M1,Sales,Sales,Account Management,Account Executive,Sales Manager,Sales Manager,EMP-0038,EMP-0038
EMP-0236,2023-07-15,Manager Change,M1,M1,Sales,Sales,Account Executive,Account Executive,Sales Manager,Sales Manager,EMP-0038,EMP-0147
EMP-0236,2023-09-15,Title Change,M1,IC4,Sales,Sales,Account Executive,Account Executive,Sales Manager,Enterprise Account Executive,EMP-0147,EMP-0147
EMP-0237,2022-06-01,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0044
EMP-0237,2023-04-07,Promotion,IC3,M1,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Engineering Manager,EMP-0044,EMP-0044
EMP-0237,2023-12-21,Title Change,M1,IC4,Engineering,Engineering,AI/ML,AI/ML,Engineering Manager,Staff ML Engineer,EMP-0044,EMP-0044
EMP-0238,2022-06-27,Hire,,IC3,,G&A,,IT,,Senior Systems Administrator,,EMP-0126
EMP-0238,2023-04-25,Promotion,IC3,M1,G&A,G&A,IT,IT,Senior Systems Administrator,IT Manager,EMP-0126,EMP-0126
EMP-0238,2024-01-02,Title Change,M1,IC4,G&A,G&A,IT,IT,IT Manager,IT Manager (IC track),EMP-0126,EMP-0126
EMP-0239,2021-07-20,Hire,,IC3,,People,,L&D,,Senior L&D Specialist,,EMP-0025
EMP-0239,2022-08-29,Promotion,IC3,M1,People,People,L&D,L&D,Senior L&D Specialist,L&D Manager,EMP-0025,EMP-0025
EMP-0239,2023-05-26,Lateral Transfer,M1,M1,People,People,L&D,HRBPs,L&D Manager,HRBP Manager,EMP-0025,EMP-0025
EMP-0239,2023-08-01,Title Change,M1,IC4,People,People,HRBPs,HRBPs,HRBP Manager,Principal HRBP,EMP-0025,EMP-0025
EMP-0240,2021-09-20,Hire,,IC3,,G&A,,IT,,Senior Systems Administrator,,EMP-012
EMP-0240,2022-09-08,Manager Change,IC3,IC3,G&A,G&A,IT,IT,Senior Systems Administrator,Senior Systems Administrator,EMP-012,EMP-0126
EMP-0241,2022-04-02,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0036
EMP-0242,2022-03-22,Hire,,IC1,,Engineering,,AI/ML,,Associate Software Engineer,,EMP-0044
EMP-0243,2022-12-26,Hire,,IC3,,Customer Success,,CSM,,Senior CSM,,EMP-0144
EMP-0244,2021-05-28,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0023
EMP-0244,2022-04-07,Manager Change,IC1,IC1,Engineering,Engineering,Infrastructure,Infrastructure,Associate Software Engineer,Associate Software Engineer,EMP-0023,EMP-0138
EMP-0245,2022-05-25,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0130
EMP-0246,2021-11-17,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0030
EMP-0246,2022-08-27,Manager Change,IC2,IC2,Sales,Sales,Account Management,Account Management,Account Manager,Account Manager,EMP-0030,EMP-0182
EMP-0247,2022-05-01,Hire,,IC3,,People,,L&D,,Senior L&D Specialist,,EMP-0025
EMP-0248,2022-02-02,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0162
EMP-0249,2021-03-09,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0044
EMP-0249,2021-10-14,Manager Change,IC3,IC3,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Senior Software Engineer,EMP-0044,EMP-0165
EMP-0250,2022-01-22,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0186
EMP-0251,2021-09-09,Hire,,IC1,,Customer Success,,Support,,Customer Support Specialist,,EMP-0125
EMP-0252,2021-08-12,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0023
EMP-0252,2022-08-28,Manager Change,IC1,IC1,Engineering,Engineering,Platform,Platform,Associate Software Engineer,Associate Software Engineer,EMP-0023,EMP-0158
EMP-0253,2022-05-03,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0158
EMP-0254,2022-07-24,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0146
EMP-0255,2023-11-13,Hire,,IC4,,Sales,,Account Executive,,Enterprise Account Executive,,EMP-0026
EMP-0255,2024-12-13,Manager Change,IC4,IC4,Sales,Sales,Account Executive,Account Executive,Enterprise Account Executive,Enterprise Account Executive,EMP-0026,EMP-0147
EMP-0256,2022-01-31,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0036
EMP-0256,2023-07-20,Manager Change,IC3,IC3,Engineering,Engineering,Data,Data,Senior Data Engineer,Senior Data Engineer,EMP-0036,EMP-0181
